1:2:0\r\n
2:1:60\r\n
3:2:0\r\n
4:1:60\r\n
5:2:0\r\n
6:1:60\r\n
7:2:0\r\n
8:1:60\r\n
9:2:0\r\n
10:1:60\r\n
11:2:0\r\n
12:1:60\r\n
13:2:0\r\n
14:1:60\r\n
15:2:0\r\n
16:1:60\r\n
17:2:0\r\n
18:1:60\r\n
19:2:0\r\n
20:1:60\r\n
21:2:0\r\n
22:1:60\r\n
23:2:0\r\n
24:1:60\r\n
25:2:0\r\n
26:1:60\r\n
27:2:0\r\n
28:1:60\r\n
29:2:0\r\n
30:1:60\r\n
31:2:0\r\n
32:1:60\r\n
33:2:0\r\n
34:1:60\r\n
35:2:0\r\n
36:1:60\r\n
37:2:0\r\n
38:1:60\r\n
39:2:0\r\n
40:1:60\r\n
41:2:0\r\n
42:1:60\r\n
43:2:0\r\n
44:1:60\r\n
45:2:0\r\n
46:1:60\r\n
47:2:0\r\n
48:1:60\r\n
49:2:0\r\n
50:1:60\r\n
51:2:0\r\n
52:1:60\r\n
53:2:0\r\n
54:1:60\r\n
55:2:0\r\n
56:1:60\r\n
57:2:0\r\n
58:1:60\r\n
59:2:0\r\n
60:1:60\r\n
61:2:0\r\n
62:1:60\r\n
63:2:0\r\n
64:1:60\r\n
65:2:0\r\n
66:1:60\r\n
67:2:0\r\n
68:1:60\r\n
69:2:0\r\n
70:1:60\r\n
71:2:0\r\n
72:1:60\r\n
73:2:0\r\n
74:1:60\r\n
75:2:0\r\n
76:1:60\r\n
77:2:0\r\n
78:1:60\r\n
79:2:0\r\n
80:1:60\r\n
81:2:0\r\n
82:1:60\r\n
83:2:0\r\n
84:1:60\r\n
85:2:0\r\n
86:1:60\r\n
87:2:0\r\n
88:1:60\r\n
89:2:0\r\n
90:1:60\r\n
91:2:0\r\n
92:1:60\r\n
93:2:0\r\n
94:1:60\r\n
95:2:0\r\n
96:1:60\r\n
97:2:0\r\n
98:1:60\r\n
99:2:0\r\n
100:1:60\r\n
101:2:0\r\n
102:1:60\r\n
103:2:0\r\n
104:1:59\r\n
105:2:1\r\n
106:1:54\r\n
107:2:5\r\n
108:1:46\r\n
109:2:8\r\n
110:1:35\r\n
111:2:11\r\n
112:1:19\r\n
113:2:16\r\n
0:1:0\r\n
1:2:0\r\n
2:1:60\r\n
3:2:0\r\n
4:1:60\r\n
5:2:0\r\n
6:1:60\r\n
7:2:0\r\n
8:1:60\r\n
9:2:0\r\n
10:1:60\r\n
11:2:0\r\n
12:1:60\r\n
13:2:0\r\n
14:1:60\r\n
15:2:0\r\n
16:1:60\r\n
17:2:0\r\n
18:1:60\r\n
19:2:0\r\n
20:1:60\r\n
21:2:0\r\n
